"编号","名称","随机名称库","前缀1","前缀2","area1colour","area2colour","大小比例","npctype","小地图显示","npccolour","share","modelID","可否被多人战斗","杂学id","map","编辑器X坐标（策划用）","编辑器Y坐标（策划用）","xPos","yPox","朝向","状态","所在地图层","小地图查询拼音","小地图查询","脚下称谓","头顶特效","脚下称谓策划看","chitchat1","chitchat2","chitchat3","chitchat4","chitchat5","leave","hideable","声音1","声音2","声音3","声音4","是否显示在周围列表","战斗ID","小地图npc颜色"
"167802","神秘隐士","","","","0","0","1","1","神秘隐士","ff00ff0d","0","1020116","0","-1","1678","466","484","29","30","3","","0","","神秘隐士","","","","2302","2303","2304","2305","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"167803","提里奥弗丁","","","","0","0","1","1","提里奥弗丁","ff00ff0d","0","1020116","0","-1","1678","468","484","29","30","3","","0","","提里奥弗丁","","","","2302","2303","2304","2305","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"167804","地中海","","","","0","0","1","1","地中海","ff00ff0d","0","1020131","0","-1","1678","193","680","12","42","3","","0","","地中海","","","","2092","2093","2094","2500","","告辞","1","dizhonghai_1.mp3","dizhonghai_2.mp3","dizhonghai_3.mp3","dizhonghai_4.mp3","0","","ff003303"
"167901","画师瑞弗雷","","","","0","0","1","1","画师瑞弗雷","ff00ff0d","0","1010142","0","-1","1679","370","555","23","34","3","","0","","画师瑞弗雷","","","","2306","2307","2308","2309","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168001","诅咒教派精英","","","","0","0","1","1","诅咒教派精英","ff00ff0d","0","1010129","0","-1","1680","382","358","23","22","3","","0","","诅咒教派精英","","","","2310","2311","2312","","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168002","大十字军索达汉","","","","0","0","1","1","大十字军索达汉","ff00ff0d","0","1020123","0","-1","1680","1764","711","110","44","3","","0","","提里奥弗丁","","","","2313","2314","2315","","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168101","巫女麦兰达","","","","0","0","1","1","巫女麦兰达","ff00ff0d","0","1030007","0","-1","1681","512","264","32","16","3","","0","","巫女麦兰达","","","","2316","2317","2318","2319","","告辞","1","tongyong_nv_dazhaohu.mp3","tongyong_nv_shiluo01.mp3","tongyong_nv_shiluo02.mp3","tongyong_nv_xiao03.mp3","0","","ff003303"
"168201","泰兰弗丁","","","","0","0","1","1","泰兰弗丁","ff00ff0d","0","1030010","0","-1","1682","1777","711","111","44","3","","0","","泰兰弗丁","","","","2320","2321","2322","2323","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168202","伊森利恩","","","","0","0","1","1","伊森利恩","ff00ff0d","0","1020132","0","-1","1682","879","1287","54","80","3","","0","","伊森利恩","","","","2324","2325","2326","2327","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168203","血色士兵","","","","0","0","1","1","血色士兵","ff00ff0d","0","1010130","0","-1","1682","1606","784","100","49","3","","0","","血色士兵","","","","2329","2329","2329","2329","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168204","血色士兵","","","","0","0","1","1","血色士兵","ff00ff0d","0","1010130","0","-1","1682","1727","864","107","54","3","","0","","血色士兵","","","","2329","2329","2329","2329","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168205","血色士兵","","","","0","0","1","1","血色士兵","ff00ff0d","0","1010130","0","-1","1682","919","1202","57","75","3","","0","","血色士兵","","","","2329","2329","2329","2329","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168206","血色士兵","","","","0","0","1","1","血色士兵","ff00ff0d","0","1010130","0","-1","1682","798","1258","49","78","3","","0","","血色士兵","","","","2329","2329","2329","2329","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168207","泰兰弗丁","","","","0","0","1","1","泰兰弗丁","ff00ff0d","0","1030010","0","-1","1682","986","1193","61","74","3","","0","","泰兰弗丁","","","","2320","2321","2322","2323","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168301","血色百夫长","","","","0","0","1","1","血色百夫长","ff00ff0d","0","1010130","0","-1","1683","1022","609","63","38","3","","0","","血色百夫长","","","","2328","2328","2328","2328","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168302","血色卫兵","","","","0","0","1","1","血色卫兵","ff00ff0d","0","1010130","0","-1","1683","960","563","60","35","3","","0","","血色卫兵","","","","2329","2329","2329","2329","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168303","血色卫兵","","","","0","0","1","1","血色卫兵","ff00ff0d","0","1010130","0","-1","1683","1112","688","69","43","3","","0","","血色卫兵","","","","2329","2329","2329","2329","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168304","血色卫兵","","","","0","0","1","1","血色卫兵","ff00ff0d","0","1010130","0","-1","1683","1185","767","74","47","3","","0","","血色卫兵","","","","2329","2329","2329","2329","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168305","血色卫兵","","","","0","0","1","1","血色卫兵","ff00ff0d","0","1010130","0","-1","1683","779","532","48","33","3","","0","","血色卫兵","","","","2329","2329","2329","2329","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168306","莫格莱恩","","","","0","0","1","1","指挥官雷诺","ff00ff0d","0","1010131","0","-1","1683","1130","553","70","34","3","","0","","指挥官雷诺","","","","2330","2331","2330","2331","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168307","中奶怀特","","","","0","0","1","1","检查官莎丽","ff00ff0d","0","1030007","0","-1","1683","1205","632","75","39","3","","0","","检查官莎丽","","","","2332","2333","2332","2333","","告辞","1","tongyong_nv_dazhaohu.mp3","tongyong_nv_shiluo01.mp3","tongyong_nv_shiluo02.mp3","tongyong_nv_xiao03.mp3","0","","ff003303"
"168308","达利安","","","","0","0","1","1","达利安","ff00ff0d","0","1010118","0","-1","1683","1061","515","66","32","3","","0","","达利安","","","","2335","2336","2335","2336","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168309","血色百夫长","","","","0","0","1","1","血色百夫长","ff00ff0d","0","1010130","0","-1","1683","1061","515","66","32","3","","0","","血色百夫长","","","","2328","2328","2328","2328","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168310","血色卫兵","","","","0","0","1","1","血色卫兵","ff00ff0d","0","1010130","0","-1","1683","964","691","60","43","3","","0","","血色卫兵","","","","2329","","","","","告辞","1","","","","","0","","ff003303"
"168311","血色猎犬","","","","0","0","1","1","血色猎犬","ff00ff0d","0","1010128","0","-1","1683","220","1583","13","98","3","","0","","血色猎犬","","","","2382","","","","","告辞","1","","","","","0","","ff003303"
"168312","宝箱","","","","0","0","1","1","宝箱","ff00ff0d","0","1030013","0","-1","1683","88","1726","5","107","1","","0","","宝箱","","","","2671","","","","","告辞","1","","","","","0","","ff003303"
"168401","法尔班克斯","","","","0","0","1","1","法尔班克斯","ff00ff0d","0","1020112","0","-1","1684","470","345","29","21","3","","0","","法尔班克斯","","","","2334","2334","2334","2334","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168501","达利安","","","","0","0","1","1","达利安","ff00ff0d","0","1010118","0","-1","1685","1158","591","72","36","3","","0","","达利安","","","","2335","2336","2335","2336","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168502","大领主莫格莱恩","","","","0","0","1","1","大领主莫格莱恩","ff00ff0d","0","1000105","0","-1","1685","824","842","51","52","3","","0","","大领主莫格莱恩","","","","2337","2338","2337","2338","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168503","天灾先锋","","","","0","0","1","1","天灾先锋","ff00ff0d","0","1010140","0","-1","1685","944","552","59","34","3","","0","","天灾先锋","","","","2339","2339","2339","2339","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168504","天灾先锋","","","","0","0","1","1","天灾先锋","ff00ff0d","0","1010140","0","-1","1685","1192","809","74","50","3","","0","","天灾先锋","","","","2339","2339","2339","2339","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168505","天灾爪牙","","","","0","0","1","1","天灾爪牙","ff00ff0d","0","1010129","0","-1","1685","784","565","49","35","3","","0","","天灾爪牙","","","","2340","2340","2340","2340","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168506","天灾爪牙","","","","0","0","1","1","天灾爪牙","ff00ff0d","0","1010129","0","-1","1685","1234","954","77","59","3","","0","","天灾爪牙","","","","2340","2340","2340","2340","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168507","天灾精英","","","","0","0","1","1","天灾精英","ff00ff0d","0","1010140","0","-1","1685","1030","634","64","39","3","","0","","天灾先锋","","","","2339","2339","2339","2339","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168601","缝合憎恶","","","","0","0","1","1","缝合憎恶","ff00ff0d","0","1010133","0","-1","1686","918","735","57","45","3","","0","","缝合憎恶","","","","2341","2341","2341","2341","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168602","天灾爪牙","","","","0","0","1","1","天灾爪牙","ff00ff0d","0","1010129","0","-1","1686","960","616","60","38","3","","0","","天灾爪牙","","","","2340","2340","2340","2340","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168603","天灾爪牙","","","","0","0","1","1","天灾爪牙","ff00ff0d","0","1010129","0","-1","1686","1001","725","62","45","3","","0","","天灾爪牙","","","","2340","2340","2340","2340","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168604","天灾爪牙","","","","0","0","1","1","天灾爪牙","ff00ff0d","0","1010129","0","-1","1686","886","656","55","41","3","","0","","天灾爪牙","","","","2340","2340","2340","2340","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168605","天灾爪牙","","","","0","0","1","1","天灾爪牙","ff00ff0d","0","1010129","0","-1","1686","938","755","58","47","3","","0","","天灾爪牙","","","","2340","2340","2340","2340","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168606","大领主莫格莱恩","","","","0","0","1","1","大领主莫格莱恩","ff00ff0d","0","1000105","0","-1","1686","1066","644","66","40","3","","0","","大领主莫格莱恩","","","","2342","2343","2342","2343","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168701","冬","","","","0","0","1","1","冬","ff00ff0d","0","1020135","0","-1","1687","1158","1484","72","92","6","","0","","冬","","","","2375","2376","","","","告辞","1","tongyong_nv_dazhaohu.mp3","tongyong_nv_shiluo01.mp3","tongyong_nv_shiluo02.mp3","tongyong_nv_xiao03.mp3","0","","ff003303"
"168702","会长","","","","0","0","1","1","会长","ff00ff0d","0","1020116","0","-1","1687","1065","1565","66","97","1","","0","","会长","","","","2367","2368","2369","2370","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"168703","大大姐","","","","0","0","1","1","大大姐","ff00ff0d","0","1020119","0","-1","1687","1118","1365","69","85","4","","0","","大大姐","","","","2371","2372","2373","2374","","告辞","1","tongyong_nv_dazhaohu.mp3","tongyong_nv_shiluo01.mp3","tongyong_nv_shiluo02.mp3","tongyong_nv_xiao03.mp3","0","","ff003303"
"168704","盗贼姑娘","","","","0","0","1","1","女盗贼","ff00ff0d","0","1020121","0","-1","1687","768","1248","48","78","3","","0","","女盗贼","","","","2272","2273","2274","2274","","告辞","1","tongyong_nv_dazhaohu.mp3","tongyong_nv_shiluo01.mp3","tongyong_nv_shiluo02.mp3","tongyong_nv_xiao03.mp3","0","","ff003303"
"168705","哀木涕","","","","0","0","1","1","哀木涕","ff00ff0d","0","1020101","0","-1","1687","956","1279","59","79","5","","0","","哀木涕","","","","2040","2041","2042","2043","","告辞","1","aimuti_1.mp3","aimuti_2.mp3","aimuti_3.mp3","aimuti_4.mp3","0","","ff003303"
"168706","羽蛇","","","","0","0","1","1","羽蛇","ff00ff0d","0","1010114","0","-1","1687","576","1417","36","88","3","","0","","羽蛇","","","","2382","","","","","告辞","1","","","","","0","","ff003303"
"168707","宝箱","","","","0","0","1","1","宝箱","ff00ff0d","0","1030013","0","-1","1687","1332","1539","83","96","5","","0","","宝箱","","","","2671","","","","","告辞","1","","","","","0","","ff003303"
"168801","年轻人","","","","0","0","1","1","年轻人","ff00ff0d","0","1010121","0","-1","1688","976","352","61","22","5","","0","","年轻人","","","","2377","","","","","告辞","1","tongyong_nan_dazhaohu.mp3","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","","0","","ff003303"
"169301","玛格汉俘虏","","","","0","0","1","1","玛格汉俘虏","ff00ff0d","0","1030008","0","-1","1693","292","207","18","12","5","","0","","玛格汉俘虏","","","玛格汉俘虏","2525","2526","2527","","","告辞","1","","","","","0","","ff003303"
"169302","暗血蛮兵","","","","0","0","1","1","暗血蛮兵","ff00ff0d","0","1010116","0","-1","1693","233","297","14","18","5","","0","","暗血蛮兵","","","暗血蛮兵","2520","2521","2522","","","告辞","1","","","","","0","","ff003303"
"169303","阿格拉","","","","0","0","1","1","阿格拉","ff00ff0d","0","1030009","0","-1","1693","357","401","22","25","1","","0","","阿格拉","","","阿格拉","2510","2511","2512","2513","","告辞","1","","","","","0","","ff003303"
"169304","玛格汉战士","","","","0","0","1","1","玛格汉战士","ff00ff0d","0","1030008","0","-1","1693","672","582","42","36","5","","0","","玛格汉战士","","","玛格汉战士","2525","2526","2527","","","告辞","1","","","","","0","","ff003303"
"169401","加尔鲁什","","","","0","0","1","1","加尔鲁什","ff00ff0d","0","1020134","0","-1","1694","848","356","53","22","5","","0","","加尔鲁什","","","加尔鲁什","2530","2531","2532","","","告辞","1","","","","","0","","ff003303"
"169402","祖母盖亚安","","","","0","0","1","1","祖母盖亚安","ff00ff0d","0","1010142","0","-1","1694","1394","777","87","48","5","","0","","祖母盖亚安","","","祖母盖亚安","2535","2536","2537","","","告辞","0","","","","","0","","ff003303"
"169403","玛格汉药剂师","","","","0","0","1","1","玛格汉药剂师","ff00ff0d","0","1010136","0","-1","1694","284","338","17","21","3","","0","","玛格汉药剂师","","","玛格汉药剂师","2540","2541","2542","","","告辞","0","","","","","0","","ff003303"
"169404","哀木涕","","","","0","0","1","1","哀木涕","ff00ff0d","0","1020101","0","-1","1694","","","","","5","","0","","哀木涕","","","哀木涕","2040","2041","2042","2043","","告辞","0","aimuti_1.mp3","aimuti_2.mp3","aimuti_3.mp3","aimuti_4.mp3","0","","ff003303"
"169405","傻馒","","","","0","0","1","1","傻馒","ff00ff0d","0","1020105","0","-1","1694","","","","","5","","0","","傻馒","","","傻馒","2044","2045","2046","2456","","告辞","0","shaman_1.mp3","shaman_2.mp3","shaman_3.mp3","180703_06.mp3","0","","ff003303"
"169406","索尔","","","","0","0","1","1","索尔","ff00ff0d","0","1030001","0","-1","1694","696","637","43","39","1","","0","","索尔","","","索尔","2188","2189","2190","2191","","告辞","1","saer_001.mp3","saer_002.mp3","saer_003.mp3","saer_004.mp3","0","","ff003303"
"169501","哀木涕","","","","0","0","1","1","哀木涕","ff00ff0d","0","1020101","0","-1","1695","1034","227","64","14","5","","0","","哀木涕","","","哀木涕","2040","2041","2042","2043","","告辞","1","aimuti_1.mp3","aimuti_2.mp3","aimuti_3.mp3","aimuti_4.mp3","0","","ff003303"
