"编号","类型","显示名","道具名颜色","颜色品质","造型编号","单位","等级","需求等级","排序ID","可否摧毁","可否摆摊上架","道具生效时间","道具过期时间","使用后持续时间（s）","默认有效时间","可否卖店","是否绑定","是否拾取绑定","是否下线消失","战斗内使用对象","战斗内使用者对象","战斗外使用对象","使用后是否消耗","最大堆叠数量","最大拥有数量","删除后服务器保留天数","描述","功能说明","售卖商店类型","售卖NPCID","道具使用方法","使用按钮功能类型","使用按钮功能参数1","使用按钮功能参数2","使用按钮功能参数3","加锁时能否消耗","需求锻造等级","需求裁缝等级","需求炼金等级","临时类型","获取途径1","获取途径2","获取途径3","获取途径4","获取途径5","获取途径6","获取途径7","获取途径8","获取途径9","是否珍品","是否稀有","摆摊冻结时间"
"333088","534","剪刀手宝宝","FF00b1ff","3","30238","个","0","1","5800","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","使用获得剪刀手","使用获得宠物",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"333089","534","野鬼宝宝","FF00b1ff","3","30241","个","0","1","5800","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","使用获得野鬼","使用获得宠物",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"333090","534","变异狼人","FFd200ff","4","30284","个","0","1","5800","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","使用获得变异狼人","使用获得宠物",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"333091","534","血月教徒宝宝","FFd200ff","4","30247","个","0","1","5800","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","使用获得血月教徒","使用获得宠物",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"333092","534","变异羽蛇","FFd200ff","4","30247","个","0","1","5800","true","0","0","0","0","0","0","true","true","false","0","0","1","1","1","0","0","变异羽蛇","使用获得宠物",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"341101","2470","泰坦精铁","FF06cc11","2","1010","块","10","1","5500","true","0","0","0","0","0","1027","false","false","false","0","0","1","1","1","0","0","幽幽寒光，打造装备用的基础材料。","10级装备打造材料","2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1","",,,,,,,,,,""
"341102","2470","泰坦精铁","FF06cc11","2","1010","块","20","1","5500","true","0","0","0","0","0","1028","false","false","false","0","0","1","1","1","0","0","幽幽寒光，打造装备用的基础材料。","20级装备打造材料","2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1","",,,,,,,,,,""
"341103","2470","泰坦精铁","FF06cc11","2","1010","块","30","1","5500","true","0","0","0","0","0","1029","false","false","false","0","0","1","1","1","0","0","幽幽寒光，打造装备用的基础材料。","30级装备打造材料","2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1","",,,,,,,,,,""
"341104","2470","泰坦精铁","FF06cc11","2","1010","块","40","1","5500","true","0","0","0","0","0","1030","false","false","false","0","0","1","1","1","0","0","幽幽寒光，打造装备用的基础材料。","40级装备打造材料","2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1","",,,,,,,,,,""
"341105","2470","泰坦精铁","FF06cc11","2","1010","块","50","1","5500","true","0","0","0","0","0","1031","false","false","false","0","0","1","1","1","0","0","幽幽寒光，打造装备用的基础材料。","50级装备打造材料","2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1","",,,,,,,,,,""
"341106","2470","泰坦精铁","FF06cc11","2","1010","块","60","1","5500","true","0","0","0","0","0","1032","false","false","false","0","0","1","1","1","0","0","幽幽寒光，打造装备用的基础材料。","60级装备打造材料","2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1","",,,,,,,,,,""
"341107","2470","泰坦精铁","FF06cc11","2","1010","块","70","1","5500","true","0","0","0","0","0","1033","false","false","false","0","0","1","1","1","0","0","幽幽寒光，打造装备用的基础材料。","70级装备打造材料","2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1","",,,,,,,,,,""
"341108","2470","泰坦精铁","FF06cc11","2","1010","块","80","1","5500","true","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","幽幽寒光，打造装备用的基础材料。","80级装备打造材料","2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","","1"
"341109","2470","泰坦精铁","FF06cc11","2","1010","块","90","1","5500","true","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","幽幽寒光，打造装备用的基础材料。","90级装备打造材料","2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","","1"
"341110","2470","泰坦精铁","FF06cc11","2","1010","块","100","1","5500","true","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","幽幽寒光，打造装备用的基础材料。","100级装备打造材料","2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","","1"
"341111","2470","泰坦精铁","FF06cc11","2","1010","块","110","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","幽幽寒光，打造装备用的基础材料。","110级装备打造材料","2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","","1"
"341112","2470","泰坦精铁","FF06cc11","2","1010","块","120","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","幽幽寒光，打造装备用的基础材料。","120级装备打造材料","2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","","1"
"341113","2470","泰坦精铁","FF06cc11","2","1010","块","130","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","幽幽寒光，打造装备用的基础材料。","130级装备打造材料","2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","","1"
"341114","2470","泰坦精铁","FF06cc11","2","1010","块","140","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","幽幽寒光，打造装备用的基础材料。","140级装备打造材料","2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","","1"
"341115","2470","泰坦精铁","FF06cc11","2","1010","块","150","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","幽幽寒光，打造装备用的基础材料。","150级装备打造材料","2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","","1"
"350000","422","打造图纸?剑","fffff2df","1","1009","张","1","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"4","161506","使用方法：点击使用","3","6",,,"0",,,,,"1",,,,,,,,,,,
"350001","422","打造图纸?锤","fffff2df","1","1031","张","1","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1","",,,,,,,,,,
"350002","422","打造图纸?匕首","fffff2df","1","1009","张","1","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1",,,,,,,,,,,
"350003","422","打造图纸?爪","fffff2df","1","1034","张","1","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1","",,,,,,,,,,
"350004","422","打造图纸?魔棒","fffff2df","1","1035","张","1","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1",,,,,,,,,,,
"350005","422","打造图纸?法杖","fffff2df","1","1036","张","1","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1","",,,,,,,,,,
"350006","422","打造图纸?腰带","fffff2df","1","1042","张","1","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1",,,,,,,,,,,
"350007","422","打造图纸?鞋子","fffff2df","1","1044","张","1","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1","",,,,,,,,,,
"350008","422","打造图纸?项链","fffff2df","1","1043","张","1","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1",,,,,,,,,,,
"350009","422","打造图纸?男头","fffff2df","1","1040","张","1","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（防具类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1","",,,,,,,,,,
"350010","422","打造图纸?女头","fffff2df","1","1041","张","1","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（防具类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1",,,,,,,,,,,
"350011","422","打造图纸?男衣","fffff2df","1","1038","张","1","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（防具类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1","",,,,,,,,,,
"350012","422","打造图纸?女衣","fffff2df","1","1039","张","1","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（防具类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1",,,,,,,,,,,
"350100","422","打造图纸?剑","fffff2df","1","1009","张","10","1","5500","true","0","0","0","0","0","1034","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1","",,,,,,,,,,
"350101","422","打造图纸?锤","fffff2df","1","1031","张","10","1","5500","true","0","0","0","0","0","1041","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1",,,,,,,,,,,
"350102","422","打造图纸?匕首","fffff2df","1","1009","张","10","1","5500","true","0","0","0","0","0","1048","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1","",,,,,,,,,,
"350103","422","打造图纸?爪","fffff2df","1","1034","张","10","1","5500","true","0","0","0","0","0","1055","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1",,,,,,,,,,,
"350104","422","打造图纸?魔棒","fffff2df","1","1035","张","10","1","5500","true","0","0","0","0","0","1062","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1","",,,,,,,,,,
"350105","422","打造图纸?法杖","fffff2df","1","1036","张","10","1","5500","true","0","0","0","0","0","1069","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1",,,,,,,,,,,
"350106","422","打造图纸?腰带","fffff2df","1","1042","张","10","1","5500","true","0","0","0","0","0","1076","false","false","false","0","0","1","1","1","0","0","记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1","",,,,,,,,,,
"350107","422","打造图纸?鞋子","fffff2df","1","1044","张","10","1","5500","true","0","0","0","0","0","1083","false","false","false","0","0","1","1","1","0","0","记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1",,,,,,,,,,,
"350108","422","打造图纸?项链","fffff2df","1","1043","张","10","1","5500","true","0","0","0","0","0","1090","false","false","false","0","0","1","1","1","0","0","记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1","",,,,,,,,,,
"350109","422","打造图纸?男头","fffff2df","1","1040","张","10","1","5500","true","0","0","0","0","0","1097","false","false","false","0","0","1","1","1","0","0","记录（防具类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1",,,,,,,,,,,
"350110","422","打造图纸?女头","fffff2df","1","1041","张","10","1","5500","true","0","0","0","0","0","1104","false","false","false","0","0","1","1","1","0","0","记录（防具类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1","",,,,,,,,,,
"350111","422","打造图纸?男衣","fffff2df","1","1038","张","10","1","5500","true","0","0","0","0","0","1111","false","false","false","0","0","1","1","1","0","0","记录（防具类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1",,,,,,,,,,,
"350112","422","打造图纸?女衣","fffff2df","1","1039","张","10","1","5500","true","0","0","0","0","0","1118","false","false","false","0","0","1","1","1","0","0","记录（防具类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1","",,,,,,,,,,
"350200","422","打造图纸?剑","fffff2df","1","1009","张","20","1","5500","true","0","0","0","0","0","1035","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"1",,,,,,,,,,,
