"编号","类型","部件ID","显示名","功能说明","道具名颜色","颜色品质","装备颜色","装备前缀","造型编号","武器造型编号","单位","等级","需求等级","排序ID","角色需求1","角色需求2","性别需求","可否摧毁","可否摆摊上架","默认有效时间","不能被放入的包裹id1","不能被放入的包裹id2","不能被放入的包裹id3","可否给予战斗中对象","可否卖店","能否邮寄","是否绑定","是否拾取绑定","是否下线消失","战斗内使用对象","战斗内使用者对象","战斗外使用对象","使用后是否消耗","最大堆叠数量","最大拥有数量","删除后服务器保留天数","描述","售卖商店类型","售卖NPCID","道具使用方法","赠送类型","亲密度","货币类型","从NPC购买价","出售价格系数","对应使用方法答案ID","点击寻路链接及右键使用事件","使用按钮功能类型","使用按钮功能参数1","使用按钮功能参数2","使用按钮功能参数3","淬炼等级","是否已鉴定","耐久度系数","耐久上限","附加属性1值","附加属性2值","附加属性3值","附加属性1id","附加属性2id","附加属性3id","属性值1","属性值2","属性值3","属性值4","属性值5","属性值6","属性名1","属性名2","属性名3","属性名4","属性名5","属性名6","增加躲闪","增加命中","增加内功防御","增加内功伤害","增加速度","增加外功防御","增加外功伤害","增加真气上限","增加最大生命上限","封印抗性","加强封印","特技id","是否生成特殊属性","套装id","附加属性条数","绿色评分","蓝色评分","橙色评分","紫色评分","暗金色评分","特效id","左手路径1","左手路径2","右手路径1","右手路径2","左手挂点1","左手挂点2","右手挂点1","右手挂点2","宝石槽数量","槽1开启等级","槽2开启等级","槽3开启等级","可镶嵌最高等级宝石","可镶嵌宝石类型1","可镶嵌宝石类型2","可镶嵌宝石类型3","可镶嵌宝石类型4","可镶嵌宝石类型5","宝石1","宝石2","宝石3","宝石4","宝石5","宝石6","宝石7","宝石8","宝石9","宝石10","装备基础属性ID","附加属性随机库ID","附加属性出现几率","附加属性双加随机库ID","附加属性单加随机库ID","附加属性加减随机库ID","特效随机库ID","特技随机库ID","装备普通修理失败几率","装备修理材料ID","装备修理材料消耗数量","装备修理材料ID1","装备修理材料消耗数量1","装备修理材料ID2","装备修理材料消耗数量2","装备修理材料ID3","装备修理材料消耗数量3","装备修理材料ID4","装备修理材料消耗数量4","装备修理材料ID5","装备修理材料消耗数量5","装备修理材料ID6","装备修理材料消耗数量6","装备修理材料ID7","装备修理材料消耗数量7","装备修理材料ID8","装备修理材料消耗数量8","装备修理材料ID9","装备修理材料消耗数量9","装备修理材料ID10","装备修理材料消耗数量10","装备特殊修理材料ID","装备特殊修理材料消耗数量","装备普通修理消耗金钱","普通修理消耗金钱类型","装备特殊修理消耗金钱","特殊修理消耗金钱类型","获取途径1","获取途径2","获取途径3","获取途径4","获取途径5","获取途径6","获取途径7","获取途径8","获取途径9","珍品评分","是否自动分解","分解获得银币","分解额外获得物品1","分解额外获得物品2","分解额外获得物品3","分解额外获得物品4","分解额外获得物品5","是否自动播放特效","是否有分解按钮","摆摊冻结时间","是否稀有"
"4080613","88","5","碎地者长靴","80级白装鞋子","fffff2df","1","5","1","1554","1429","件","80","80","7000","","","0","false","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","60","这件装备能够让你避开很多致命伤害。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","450","450","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","6","9","","","","","","","","","","","","","","4080613","","0","","","","","","50",,,"331168","1","331169","1","331170","1","331171","1","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","341108,1,0;350800,1,0;350801,1,0;350802,1,0;350803,1,0;350804,1,0;350805,1,0;350806,1,0;350807,1,0;350808,1,0;350809,1,0;350810,1,0;350811,1,0;350812,1,0;350900,1,0;350901,1,0;350902,1,0;350903,1,0;350904,1,0;350905,1,0;350906,1,0;350907,1,0;350908,1,0;350909,1,0;350910,1,0;350911,1,0;350912,1,0;40008,1,0;40009,1,0;40010,1,0;40011,1,0;40008,2,0;40009,2,0;40010,2,0;40011,2,0;40008,3,0;40009,3,0;40010,3,0;40011,3,0","","","","","0","1","",
"4090101","1288","0","龙鳞","90级白装剑","fffff2df","1","1","1","1494","104","件","90","90","7000","1","","0","false","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","60","上古之神用守护巨龙鳞甲打造而成。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","4090101","","0","","","","","","50",,,"331109","1","331110","1","331111","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","341109,1,0;350900,1,0;350901,1,0;350902,1,0;350903,1,0;350904,1,0;350905,1,0;350906,1,0;350907,1,0;350908,1,0;350909,1,0;350910,1,0;350911,1,0;350912,1,0;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351005,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,0;40009,1,0;40010,1,0;40011,1,0;40008,2,0;40009,2,0;40010,2,0;40011,2,0;40008,3,0;40009,3,0;40010,3,0;40011,3,0",,,,,"0","1",,
"4090102","4360","0","哀难","90级白装锤","fffff2df","1","1","1","1482","204","件","90","90","7000","2","","0","false","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","60","战争没有给我们时间去悯叹哀伤。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","4090102","","0","","","","","","50",,,"331109","1","331110","1","331111","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","341109,1,0;350900,1,0;350901,1,0;350902,1,0;350903,1,0;350904,1,0;350905,1,0;350906,1,0;350907,1,0;350908,1,0;350909,1,0;350910,1,0;350911,1,0;350912,1,0;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351005,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,0;40009,1,0;40010,1,0;40011,1,0;40008,2,0;40009,2,0;40010,2,0;40011,2,0;40008,3,0;40009,3,0;40010,3,0;40011,3,0",,,,,"0","1",,
"4090103","1800","0","末日先驱","90级白装匕首","fffff2df","1","1","1","1580","303","件","90","90","7000","3","","0","false","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","60","天灾的末日就要来了。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","4090103","","0","","","","","","50",,,"331109","1","331110","1","331111","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","341109,1,0;350900,1,0;350901,1,0;350902,1,0;350903,1,0;350904,1,0;350905,1,0;350906,1,0;350907,1,0;350908,1,0;350909,1,0;350910,1,0;350911,1,0;350912,1,0;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351005,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,0;40009,1,0;40010,1,0;40011,1,0;40008,2,0;40009,2,0;40010,2,0;40011,2,0;40008,3,0;40009,3,0;40010,3,0;40011,3,0",,,,,"0","1",,
"4090104","3080","0","天启","90级白装爪","fffff2df","1","1","1","1518","404","件","90","90","7000","4","","0","false","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","60","罪恶始于欲望，终于天罚。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","4090104","","0","","","","","","50",,,"331109","1","331110","1","331111","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","341109,1,0;350900,1,0;350901,1,0;350902,1,0;350903,1,0;350904,1,0;350905,1,0;350906,1,0;350907,1,0;350908,1,0;350909,1,0;350910,1,0;350911,1,0;350912,1,0;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351005,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,0;40009,1,0;40010,1,0;40011,1,0;40008,2,0;40009,2,0;40010,2,0;40011,2,0;40008,3,0;40009,3,0;40010,3,0;40011,3,0",,,,,"0","1",,
"4090105","2824","0","遗忘之心","90级白装魔棒","fffff2df","1","1","1","1506","504","件","90","90","7000","5","","0","false","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","60","岁月让一切都磨灭殆尽，剩下的只有仇恨。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","4090105","","0","","","","","","50",,,"331109","1","331110","1","331111","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","341109,1,0;350900,1,0;350901,1,0;350902,1,0;350903,1,0;350904,1,0;350905,1,0;350906,1,0;350907,1,0;350908,1,0;350909,1,0;350910,1,0;350911,1,0;350912,1,0;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351005,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,0;40009,1,0;40010,1,0;40011,1,0;40008,2,0;40009,2,0;40010,2,0;40011,2,0;40008,3,0;40009,3,0;40010,3,0;40011,3,0",,,,,"0","1",,
"4090106","4104","0","辛多雷金杖","90级白装法杖","fffff2df","1","1","1","1563","604","件","90","90","7000","6","","0","false","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","60","为了辛多雷的荣耀！","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","4090106","","0","","","","","","50",,,"331109","1","331110","1","331111","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","341109,1,0;350900,1,0;350901,1,0;350902,1,0;350903,1,0;350904,1,0;350905,1,0;350906,1,0;350907,1,0;350908,1,0;350909,1,0;350910,1,0;350911,1,0;350912,1,0;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351005,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,0;40009,1,0;40010,1,0;40011,1,0;40008,2,0;40009,2,0;40010,2,0;40011,2,0;40008,3,0;40009,3,0;40010,3,0;40011,3,0",,,,,"0","1",,
"4090207","312","3","护卫者胸甲","90级白装男衣","fffff2df","1","5","1","1458","1432","件","90","90","7000","","","1","false","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","60","为了我们的亲人，勇敢的战斗吧！","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","1","3","5","7","","","","","","","","","","","","4090207","","0","","","","","","50",,,"331139","1","331140","1","331141","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","341109,1,0;350900,1,0;350901,1,0;350902,1,0;350903,1,0;350904,1,0;350905,1,0;350906,1,0;350907,1,0;350908,1,0;350909,1,0;350910,1,0;350911,1,0;350912,1,0;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351005,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,0;40009,1,0;40010,1,0;40011,1,0;40008,2,0;40009,2,0;40010,2,0;40011,2,0;40008,3,0;40009,3,0;40010,3,0;40011,3,0","","","","","0","1","",
"4090208","568","3","护卫者外套","90级白装女衣","fffff2df","1","5","1","1446","1436","件","90","90","7000","","","2","false","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","60","为了我们的亲人，勇敢的战斗吧！","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","1","3","5","7","","","","","","","","","","","","4090208","","0","","","","","","50",,,"331139","1","331140","1","331141","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","341109,1,0;350900,1,0;350901,1,0;350902,1,0;350903,1,0;350904,1,0;350905,1,0;350906,1,0;350907,1,0;350908,1,0;350909,1,0;350910,1,0;350911,1,0;350912,1,0;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351005,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,0;40009,1,0;40010,1,0;40011,1,0;40008,2,0;40009,2,0;40010,2,0;40011,2,0;40008,3,0;40009,3,0;40010,3,0;40011,3,0","","","","","0","1","",
"4090309","1640","1","护卫者头盔","90级白装男头盔","fffff2df","1","5","1","1434","1698","件","90","90","7000","","","1","false","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","60","为了我们的亲人，勇敢的战斗吧！","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","2","3","","","","","","","","","","","","","","4090309","","0","","","","","","50",,,"331139","1","331140","1","331141","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","341109,1,0;350900,1,0;350901,1,0;350902,1,0;350903,1,0;350904,1,0;350905,1,0;350906,1,0;350907,1,0;350908,1,0;350909,1,0;350910,1,0;350911,1,0;350912,1,0;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351005,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,0;40009,1,0;40010,1,0;40011,1,0;40008,2,0;40009,2,0;40010,2,0;40011,2,0;40008,3,0;40009,3,0;40010,3,0;40011,3,0","","","","","0","1","",
"4090310","1384","1","护卫者头饰","90级白装女头饰","fffff2df","1","5","1","1565","1698","件","90","90","7000","","","2","false","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","60","为了我们的亲人，勇敢的战斗吧！","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","2","3","","","","","","","","","","","","","","4090310","","0","","","","","","50",,,"331139","1","331140","1","331141","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","341109,1,0;350900,1,0;350901,1,0;350902,1,0;350903,1,0;350904,1,0;350905,1,0;350906,1,0;350907,1,0;350908,1,0;350909,1,0;350910,1,0;350911,1,0;350912,1,0;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351005,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,0;40009,1,0;40010,1,0;40011,1,0;40008,2,0;40009,2,0;40010,2,0;40011,2,0;40008,3,0;40009,3,0;40010,3,0;40011,3,0","","","","","0","1","",
"4090411","40","2","护卫者项链","90级白装项链","fffff2df","1","5","1","1528","1434","件","90","90","7000","","","0","false","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","60","为了我们的亲人，勇敢的战斗吧！","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","4","5","","","","","","","","","","","","","","4090411","","0","","","","","","50",,,"331169","1","331170","1","331171","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","341109,1,0;350900,1,0;350901,1,0;350902,1,0;350903,1,0;350904,1,0;350905,1,0;350906,1,0;350907,1,0;350908,1,0;350909,1,0;350910,1,0;350911,1,0;350912,1,0;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351005,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,0;40009,1,0;40010,1,0;40011,1,0;40008,2,0;40009,2,0;40010,2,0;40011,2,0;40008,3,0;40009,3,0;40010,3,0;40011,3,0","","","","","0","1","",
"4090512","72","4","护卫者腰带","90级白装腰带","fffff2df","1","5","1","1540","1435","件","90","90","7000","","","0","false","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","60","为了我们的亲人，勇敢的战斗吧！","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","1","6","9","","","","","","","","","","","","","4090512","","0","","","","","","50",,,"331169","1","331170","1","331171","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","341109,1,0;350900,1,0;350901,1,0;350902,1,0;350903,1,0;350904,1,0;350905,1,0;350906,1,0;350907,1,0;350908,1,0;350909,1,0;350910,1,0;350911,1,0;350912,1,0;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351005,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,0;40009,1,0;40010,1,0;40011,1,0;40008,2,0;40009,2,0;40010,2,0;40011,2,0;40008,3,0;40009,3,0;40010,3,0;40011,3,0","","","","","0","1","",
"4090613","88","5","护卫者长靴","90级白装鞋子","fffff2df","1","5","1","1552","1429","件","90","90","7000","","","0","false","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","60","为了我们的亲人，勇敢的战斗吧！","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","6","9","","","","","","","","","","","","","","4090613","","0","","","","","","50",,,"331169","1","331170","1","331171","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","341109,1,0;350900,1,0;350901,1,0;350902,1,0;350903,1,0;350904,1,0;350905,1,0;350906,1,0;350907,1,0;350908,1,0;350909,1,0;350910,1,0;350911,1,0;350912,1,0;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351005,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,0;40009,1,0;40010,1,0;40011,1,0;40008,2,0;40009,2,0;40010,2,0;40011,2,0;40008,3,0;40009,3,0;40010,3,0;40011,3,0","","","","","0","1","",
"4100101","1288","0","埃辛诺斯战刃","100级白装剑","fffff2df","1","1","1","1493","105","件","100","100","7000","1","","0","false","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","60","你们这是自寻死路！","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","550","550","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","4100101","","0","","","","","","50",,,"331110","1","331111","1","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","",,,,,"0","1",,
"4100102","4360","0","宇宙灌注者","100级白装锤","fffff2df","1","1","1","1481","205","件","100","100","7000","2","","0","false","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","60","愿圣光照亮你的道路。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","550","550","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","4100102","","0","","","","","","50",,,"331110","1","331111","1","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","",,,,,"0","1",,
"4100103","1800","0","恶魔之角","100级白装匕首","fffff2df","1","1","1","1581","304","件","100","100","7000","3","","0","false","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","60","曾经有位勇士杀死了恶魔之后，切下了他的角，制成了这把武器。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","550","550","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","4100103","","0","","","","","","50",,,"331110","1","331111","1","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","",,,,,"0","1",,
