"子技能ID","子技能名称","属性状态需求","属性状态不符提示","过滤状态","需求状态","关联技能","何种情况下不能执行本技能","选择目标方","选择目标单位类型","选择目标单位关系","生效精准职业编号","生效精确怪物，伙伴ID号","索敌类型","索敌个数","索敌多个.排序变量","子技能触发几率","法术技能最小伤害","主BUFF序号","BUFF0.BUFFID","BUFF0.命中","BUFF0.持续回合","BUFF0.效果","buff0属性状态需求","buff0.buff状态过滤","buff0.buff状态需求","buff0触发几率","BUFF1.BUFFID","BUFF1.命中","BUFF1.持续回合","BUFF1.效果","buff1属性状态需求","buff1.buff状态过滤","buff1.buff状态需求","buff1触发几率","BUFF2.BUFFID","BUFF2.命中","BUFF2.持续回合","BUFF2.效果","buff2属性状态需求","buff2.buff状态过滤","buff2.buff状态需求","buff2触发几率","BUFF3.BUFFID","BUFF3.命中","BUFF3.持续回合","BUFF3.效果","buff3属性状态需求","buff3.buff状态过滤","buff3.buff状态需求","buff3触发几率","脚本配置文件"
"1730065","新手奇美拉冲击虚弱休息",,,,,"1730060","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","","","","","","","","","","","","","","","","",""
"1740060","新手纠缠根须",,,,,"0","","2",,,,,"1","1",,"1",,"0","509081","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1740061","新手纠缠根须减防",,,,,"1740060","2,4","2",,,,,"3","1",,"1",,"0","504004","1","4","defend_percent=-0.1-(0.1+0.05*skilllevela)*(1-curmpb/maxmpb);magicdef_percent=-0.1-(0.1+0.05*skilllevela)*(1-curmpb/maxmpb)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1740062","新手纠缠根须PVE伤害","",,,,"1740060","2,4","2","",,,,"3","1",,"1","3*skilllevela","0","510114","1","","curhp_value=-(phyattacka*0.4+defenda*0.5-defendb+2*gradea)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1740063","新手纠缠根须虚弱休息",,,,,"1740060","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","","","","","","","","","","","","","","","","",""
"1750060","新手烈焰风暴",,,,,"0","","2",,,,,"1","7","speed","1","3*skilllevela","0","510114","1","","curhp_value=-10288","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1750061","新手烈焰风暴虚弱休息",,,,,"1750060","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","","","","","","","","","","","","","","","","",""
"1760060","新手天定之国",,,,,"0","","1",,,,,"1","14","speed","1",,"0","506004","1","","reviverate_value=1;revivedegree_value=-0.05+0.1*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1760061","新手天定之国虚弱休息",,,,,"1760060","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","","","","","","","","","","","","","","","","",""
"1770070","风暴轰击",,,,,"0","","2",,,,,"1","2","speed","1","3*skilllevela","0","510114","1","","curhp_value=-10288","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1770071","风暴轰击虚弱休息",,,,,"1770070","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","","","","","","","","","","","","","","","","",""
"1780070","杀戮盛宴1",,,,,"0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-1345","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1780071","杀戮盛宴2",,,,,"1780070","4","2",,,,,"4","1",,"1",,"0","510113","1","","curhp_value=-1456","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1780072","杀戮盛宴3","",,,,"1780071","4","2",,,,,"4","1",,"1",,"0","510113","1","","curhp_value=-1567","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1780073","杀戮盛宴4",,,,,"1780072","4","2",,,,,"4","1",,"1",,"0","510113","1","","curhp_value=-1678","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1780074","杀戮盛宴5",,,,,"1780070","4","2",,,,,"0","1",,"1",,"0","510113","1","","curhp_value=-1789","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1780075","杀戮盛宴6",,,,,"1620074","4","2",,,,,"4","1",,"1",,"0","510113","1","","curhp_value=-1899","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1780076","杀戮盛宴7","",,,,"1780074","4","2",,,,,"4","1",,"1",,"0","510113","1","","curhp_value=-2034","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17800770","杀戮盛宴8","",,,,"1780075","4","2",,,,,"0","1",,"1",,"0","510113","1","","curhp_value=-2148","","","","","510137","1","","effectpoint_value=-1","","","","","","","","","","","","","","","","","","","","",""
"17800771","杀戮盛宴9","",,,,"17800770","4","2",,,,,"0","1",,"1",,"0","510113","1","","curhp_value=-2299","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17800772","杀戮盛宴10","",,,,"17800770","4","2",,,,,"0","1",,"1",,"0","510113","1","","curhp_value=-1345","","","","","510137","1","","effectpoint_value=-1","","","","","","","","","","","","","","","","","","","","",""
"17800773","杀戮盛宴11","",,,,"17800772","4","2",,,,,"0","1",,"1",,"0","510113","1","","curhp_value=-1456","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17800774","杀戮盛宴12","",,,,"17800772","4","2",,,,,"0","1",,"1",,"0","510113","1","","curhp_value=-1567","","","","","510137","1","","effectpoint_value=-1","","","","","","","","","","","","","","","","","","","","",""
"17800775","杀戮盛宴13","",,,,"17800774","4","2",,,,,"0","1",,"1",,"0","510113","1","","curhp_value=-1678","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1780078","杀戮盛宴虚弱休息",,,,,"1780070","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","","","","","","","","","","","","","","","","",""
"1790070","群魔乱舞1",,,,,"0","","2",,,,,"1","1",,"1","3*skilllevela","0","510114","1","","curhp_value=-2320","","","","","502004","1","","","","","","","","","","","","","","","","","","","","","","",""
"1790071","群魔乱舞2",,,,,"1790070","4","2",,,,,"5","1",,"1","3*skilllevela","0","510114","1","","curhp_value=-1128","","","","","502004","(sealhita>=unsealb)?(0.98-0.38*pow(0.95,(sealhita/10-unsealb/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)*(0.3+0.05*skilllevela)):(0.6*pow(0.9,(unsealb/10-sealhita/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)*(0.3+0.05*skilllevela))","3","","","","","","","","","","","","","","","","","","","","","",""
"1790072","群魔乱舞3",,,,,"1790071","4","2",,,,,"5","1",,"1","3*skilllevela","0","510114","1","","curhp_value=-1128","","","","","502004","(sealhita>=unsealb)?(0.98-0.38*pow(0.95,(sealhita/10-unsealb/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)*(0.3+0.05*skilllevela)):(0.6*pow(0.9,(unsealb/10-sealhita/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)*(0.3+0.05*skilllevela))","3","","","","","","","","","","","","","","","","","","","","","",""
"1790073","群魔乱舞4",,,,,"1790072","4","2",,,,,"5","1",,"1","3*skilllevela","0","510114","1","","curhp_value=-1128","","","","","502004","(sealhita>=unsealb)?(0.98-0.38*pow(0.95,(sealhita/10-unsealb/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)*(0.3+0.05*skilllevela)):(0.6*pow(0.9,(unsealb/10-sealhita/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)*(0.3+0.05*skilllevela))","3","","","","","","","","","","","","","","","","","","","","","",""
"1790074","群魔乱舞5",,,,,"1790073","4","2",,,,,"5","1",,"1","3*skilllevela","0","510114","1","","curhp_value=-1128","","","","","502004","(sealhita>=unsealb)?(0.98-0.38*pow(0.95,(sealhita/10-unsealb/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)*(0.3+0.05*skilllevela)):(0.6*pow(0.9,(unsealb/10-sealhita/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)*(0.3+0.05*skilllevela))","3","","","","","","","","","","","","","","","","","","","","","",""
"1790075","群魔乱舞虚弱休息",,,,,"1790070","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","","","","","","","","","","","","","","","","",""
"1800000","新手bossAOE",,,,,"0",,"2",,,,,"1","7","speed","1","3*skilllevela","0","510114","1",,"curhp_percent=-0.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1800010","新手boss三连1",,,,,"0",,"2",,,,,"1","1",,"1",,"0","510113","1",,"curhp_value=-40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1800011","新手boss三连2",,,,,"1800010","2,4","2",,,,,"3","1",,"1",,"0","510113","1",,"curhp_value=-68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1800012","新手boss三连3",,,,,"1800011","2,4","2",,,,,"3","1",,"1",,"0","510113","1",,"curhp_value=-105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1800013","新手boss三连虚弱休息",,,,,"1800010","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9",,,,,"501008","1","2","operation_type=10",,,,,,,,,,,,,,,,,,,,,
"1800020","剧情boss单体物理必死",,,,,"0",,"2",,,,,"1","1",,"1",,"0","510113","1",,"curhp_percent=-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1800030","剧情boss单体法系必死",,,,,"0",,"2",,,,,"1","1",,"1",,"0","510114","1",,"curhp_percent=-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1800040","剧情bossAOE法系必死",,,,,"0",,"2",,,,,"1","14","speed","1","3*skilllevela","0","510114","1",,"curhp_percent=-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1800050","新手幻影冲锋1",,,,,"0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800051","新手幻影冲锋2",,,,,"1800050","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.9-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800052","新手幻影冲锋3",,,,,"1800051","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.7-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800053","新手幻影冲锋4","skilllevela>=70",,,,"1800052","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.7-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800054","新手幻影冲锋5现身",,,,,"1800050","4","3",,,,,,,,"1",,"0","509147","1","1","","","","","",,,,"","","","","","","","","","","","","","","","","","","","","",""
"1800060","新手审判之锤1",,,,,"0","","2",,,,,"1","1",,"1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*0.9-magicdefb+3*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800061","新手审判之锤2",,,,,"1800060","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*0.9-magicdefb+3*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800062","新手审判之锤3",,,,,"1800061","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*0.9-magicdefb+3*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800063","新手审判之锤4","skilllevela>=60",,,,"1800062","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*0.9-magicdefb+3*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800064","新手审判之锤5","skilllevela>=70",,,,"1800063","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*0.9-magicdefb+3*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800065","新手审判之锤6","skilllevela>=90",,,,"1800064","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*0.9-magicdefb+3*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800066","新手审判之锤净化首目标",,,,,"1800060","4","2",,,,,"3","1",,"0.3",,"0","510133","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800070","新手多重打击1",,,,"503001","0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800071","新手多重打击2",,,,"503001","1800070","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800072","新手多重打击3",,,,"503001","1800071","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800073","新手多重打击4","skilllevela>=50",,,"503001","1800072","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800074","新手多重打击5","skilllevela>=70",,,"503001","1800073","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800075","新手多重打击6","skilllevela>=90",,,"503001","1800074","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800076","新手多重打击虚弱休息",,,,"503001","1800070","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","","","","","","","","","","","","","","","","",""
"1800080","新手撕裂横扫1",,,,,"0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.5+defenda*0.6-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800081","新手撕裂横扫2",,,,,"1800080","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.5+defenda*0.6-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800082","新手撕裂横扫3",,,,,"1800081","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.5+defenda*0.6-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800083","新手撕裂横扫4","skilllevela>=60",,,,"1800082","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.5+defenda*0.6-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800084","新手撕裂横扫5","skilllevela>=70",,,,"1800083","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.5+defenda*0.6-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800085","新手撕裂横扫6","skilllevela>=90",,,,"1800084","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.5+defenda*0.6-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800086","新手撕裂横扫虚弱休息",,,,,"1800080","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","","","","","","","","","","","","","","","","",""
"1800090","新手暴风雪1",,,,,"0","","2",,,,,"1","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1-magicdefb+3*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800091","新手暴风雪2",,,,,"1800090","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1-magicdefb+3*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800092","新手暴风雪3",,,,,"1800091","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1-magicdefb+3*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800093","新手暴风雪4",,,,,"1800092","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1-magicdefb+3*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800094","新手暴风雪5","skilllevela>=60",,,,"1800093","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1-magicdefb+3*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800095","新手暴风雪6","skilllevela>=70",,,,"1800094","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1-magicdefb+3*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
