"装备属性编号","属性1ID","属性1名称","属性2ID","属性2名称","属性3ID","属性3名称","属性1波动段1min","属性1波动段1max","属性1波动段2min","属性1波动段2max","属性1波动段3min","属性1波动段3max","属性1波动段4min","属性1波动段4max","属性1波动段5min","属性1波动段5max","属性1波动段1权重","属性1波动段2权重","属性1波动段3权重","属性1波动段4权重","属性1波动段5权重","属性2波动段1min","属性2波动段1max","属性2波动段2min","属性2波动段2max","属性2波动段3min","属性2波动段3max","属性2波动段4min","属性2波动段4max","属性2波动段5min","属性2波动段5max","属性2波动段1权重","属性2波动段2权重","属性2波动段3权重","属性2波动段4权重","属性2波动段5权重","属性3波动段1min","属性3波动段1max","属性3波动段2min","属性3波动段2max","属性3波动段3min","属性3波动段3max","属性3波动段4min","属性3波动段4max","属性3波动段5min","属性3波动段5max","属性3波动段1权重","属性3波动段2权重","属性3波动段3权重","属性3波动段4权重","属性3波动段5权重"
"6090411","150","magicattack_value","160","magicdef_value","","","158","163","163","168","168","173","173","178","178","183","4546","2909","1636","727","182","84","87","87","89","89","92","92","95","95","97","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6090512","60","maxhp_value","140","defend_value","","","691","712","712","733","733","755","755","776","776","797","4546","2909","1636","727","182","58","59","59","61","61","63","63","65","65","66","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6090613","160","magicdef_value","200","speed_value","","","84","87","87","89","89","92","92","95","95","97","4546","2909","1636","727","182","68","73","73","78","78","83","83","88","88","94","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6100101","130","phyattack_value","150","magicattack_value","170","medical_value","640","659","659","679","679","699","699","718","718","738","4546","2909","1636","727","182","144","148","148","153","153","157","157","162","162","166","4546","2909","1636","727","182","174","187","187","200","200","214","214","227","227","240","4546","2909","1636","727","182"
"6100102","130","phyattack_value","150","magicattack_value","170","medical_value","640","659","659","679","679","699","699","718","718","738","4546","2909","1636","727","182","144","148","148","153","153","157","157","162","162","166","4546","2909","1636","727","182","174","187","187","200","200","214","214","227","227","240","4546","2909","1636","727","182"
"6100103","130","phyattack_value","150","magicattack_value","170","medical_value","640","659","659","679","679","699","699","718","718","738","4546","2909","1636","727","182","144","148","148","153","153","157","157","162","162","166","4546","2909","1636","727","182","174","187","187","200","200","214","214","227","227","240","4546","2909","1636","727","182"
"6100104","130","phyattack_value","150","magicattack_value","170","medical_value","640","659","659","679","679","699","699","718","718","738","4546","2909","1636","727","182","144","148","148","153","153","157","157","162","162","166","4546","2909","1636","727","182","174","187","187","200","200","214","214","227","227","240","4546","2909","1636","727","182"
"6100105","130","phyattack_value","150","magicattack_value","170","medical_value","640","659","659","679","679","699","699","718","718","738","4546","2909","1636","727","182","144","148","148","153","153","157","157","162","162","166","4546","2909","1636","727","182","174","187","187","200","200","214","214","227","227","240","4546","2909","1636","727","182"
"6100106","130","phyattack_value","150","magicattack_value","170","medical_value","640","659","659","679","679","699","699","718","718","738","4546","2909","1636","727","182","144","148","148","153","153","157","157","162","162","166","4546","2909","1636","727","182","174","187","187","200","200","214","214","227","227","240","4546","2909","1636","727","182"
"6100207","60","maxhp_value","140","defend_value","","","512","527","527","543","543","559","559","575","575","590","4546","2909","1636","727","182","160","165","165","170","170","175","175","180","180","185","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6100208","60","maxhp_value","140","defend_value","","","512","527","527","543","543","559","559","575","575","590","4546","2909","1636","727","182","160","165","165","170","170","175","175","180","180","185","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6100309","90","maxmp_value","140","defend_value","","","640","659","659","679","679","699","699","718","718","738","4546","2909","1636","727","182","96","99","99","102","102","105","105","108","108","111","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6100310","90","maxmp_value","140","defend_value","","","640","659","659","679","679","699","699","718","718","738","4546","2909","1636","727","182","96","99","99","102","102","105","105","108","108","111","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6100411","150","magicattack_value","160","magicdef_value","","","176","181","181","187","187","192","192","198","198","203","4546","2909","1636","727","182","94","96","96","99","99","102","102","105","105","108","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6100512","60","maxhp_value","140","defend_value","","","768","791","791","815","815","838","838","862","862","886","4546","2909","1636","727","182","64","66","66","68","68","70","70","72","72","74","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6100613","160","magicdef_value","200","speed_value","","","94","96","96","99","99","102","102","105","105","108","4546","2909","1636","727","182","75","81","81","87","87","93","93","98","98","104","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6110101","130","phyattack_value","150","magicattack_value","170","medical_value","704","725","725","747","747","769","769","790","790","812","4546","2909","1636","727","182","158","163","163","168","168","173","173","178","178","183","4546","2909","1636","727","182","191","206","206","220","220","235","235","249","249","264","4546","2909","1636","727","182"
"6110102","130","phyattack_value","150","magicattack_value","170","medical_value","704","725","725","747","747","769","769","790","790","812","4546","2909","1636","727","182","158","163","163","168","168","173","173","178","178","183","4546","2909","1636","727","182","191","206","206","220","220","235","235","249","249","264","4546","2909","1636","727","182"
"6110103","130","phyattack_value","150","magicattack_value","170","medical_value","704","725","725","747","747","769","769","790","790","812","4546","2909","1636","727","182","158","163","163","168","168","173","173","178","178","183","4546","2909","1636","727","182","191","206","206","220","220","235","235","249","249","264","4546","2909","1636","727","182"
"6110104","130","phyattack_value","150","magicattack_value","170","medical_value","704","725","725","747","747","769","769","790","790","812","4546","2909","1636","727","182","158","163","163","168","168","173","173","178","178","183","4546","2909","1636","727","182","191","206","206","220","220","235","235","249","249","264","4546","2909","1636","727","182"
"6110105","130","phyattack_value","150","magicattack_value","170","medical_value","704","725","725","747","747","769","769","790","790","812","4546","2909","1636","727","182","158","163","163","168","168","173","173","178","178","183","4546","2909","1636","727","182","191","206","206","220","220","235","235","249","249","264","4546","2909","1636","727","182"
"6110106","130","phyattack_value","150","magicattack_value","170","medical_value","704","725","725","747","747","769","769","790","790","812","4546","2909","1636","727","182","158","163","163","168","168","173","173","178","178","183","4546","2909","1636","727","182","191","206","206","220","220","235","235","249","249","264","4546","2909","1636","727","182"
"6110207","60","maxhp_value","140","defend_value","","","563","580","580","597","597","615","615","632","632","649","4546","2909","1636","727","182","176","181","181","187","187","192","192","198","198","203","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6110208","60","maxhp_value","140","defend_value","","","563","580","580","597","597","615","615","632","632","649","4546","2909","1636","727","182","176","181","181","187","187","192","192","198","198","203","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6110309","90","maxmp_value","140","defend_value","","","704","725","725","747","747","769","769","790","790","812","4546","2909","1636","727","182","106","109","109","112","112","115","115","119","119","122","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6110310","90","maxmp_value","140","defend_value","","","704","725","725","747","747","769","769","790","790","812","4546","2909","1636","727","182","106","109","109","112","112","115","115","119","119","122","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6110411","150","magicattack_value","160","magicdef_value","","","193","199","199","205","205","211","211","217","217","223","4546","2909","1636","727","182","103","106","106","109","109","112","112","116","116","119","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6110512","60","maxhp_value","140","defend_value","","","844","870","870","896","896","922","922","948","948","974","4546","2909","1636","727","182","70","73","73","75","75","77","77","79","79","81","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6110613","160","magicdef_value","200","speed_value","","","103","106","106","109","109","112","112","116","116","119","4546","2909","1636","727","182","83","89","89","96","96","102","102","108","108","114","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6120101","130","phyattack_value","150","magicattack_value","170","medical_value","768","791","791","815","815","838","838","862","862","886","4546","2909","1636","727","182","173","178","178","183","183","189","189","194","194","199","4546","2909","1636","727","182","209","225","225","240","240","256","256","272","272","288","4546","2909","1636","727","182"
