"编号","名称","称谓","造型id","随机造型id","显示血量","显示等级","战斗单位类型","怪物类型","特殊类型","职业","类型","大小比例","area1colour","area2colour","对应宠物","颜色几率id","是否绑定","等级模式","NPC等级","怪物匹配最小等级","怪物匹配最大等级","能否捕捉","能否捕捉2","捕捉几率","逃跑几率","免疫状态id","反击几率","反击伤害系数","初始属性点","初始属性分配类型","每级新增属性点","每级体质加点","每级智力加点","每级力量加点","每级耐力加点","每级敏捷加点","怪物体资","怪物法资","怪物攻资","怪物防资","怪物速资","怪物躲资","怪物成长率","治疗强度成长","控制命中成长","控制抗性成长","暗雷加点1","暗雷加点2","暗雷加点3","暗雷加点4","技能1编号","技能2编号","技能3编号","技能4编号","技能5编号","技能6编号","技能1出现几率","技能2出现几率","技能3出现几率","技能4出现几率","技能5出现几率","技能6出现几率","技能1施放几率","技能2施放几率","技能3施放几率","技能4施放几率","技能5施放几率","技能6施放几率","AI编号","金属性吸收","木属性吸收","水属性吸收","火属性吸收","土属性吸收","加强封印","封印抗性","外功暴击等级","外功暴击程度","外功暴击抗性","内功暴击等级","内功暴击抗性","内功暴击程度","反击等级","反击程度","单场反击次数","反击抗性","外功反震等级","外功反震程度","外功反震抗性","连击率","连击次数","追击率","追击次数","修炼等级基准","物攻修炼等级","物防修炼等级","法攻修炼等级","法防修炼等级","强封修炼等级","封抗修炼等级","技能1系数","技能2系数","技能3系数","技能4系数","技能5系数","技能6系数","技能1常数","技能2常数","技能3常数","技能4常数","技能5常数","技能6常数"
"22118","食尸鬼精英",,,,"1","0","4","2","","","2","1","0","0","500218","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3870","4420","1430","1640","0","1500","1276","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206040","206066","206069","206039","206049","","1000","333","333","333","333","","0","0","0","0","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22119","女妖精英",,,,"1","0","4","2","","","2","1","0","0","500219","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3870","4420","2150","2460","0","1200","1276","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","207006","206065","206064","206063","206062","","1000","333","333","333","333","","500","0","0","0","0","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22120","小软宝宝","","","","1","0","4","3","","","2","1","0","0","500220","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3040","3800","1130","1410","0","1200","976","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206003","206023","","","",,"333","333","","","",,"0","0","0","","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22121","迅猛龙宝宝","","","","1","0","4","3","","","2","1","0","0","500221","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2620","3280","1160","1460","0","1200","976","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206002","206003","206023","","",,"333","333","333","","",,"0","0","0","","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22122","羽蛇宝宝","","","","1","0","4","3","","","2","1","0","0","500222","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2170","2710","1200","1500","0","1450","1006","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206001","206035","206023","206033","",,"333","333","333","333","",,"0","0","0","","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22123","囧龟宝宝","","","","1","0","4","3","","","2","1","0","0","500223","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2710","3380","1200","1500","0","1250","1006","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206002","206003","206021","206013","",,"1000","333","333","333","",,"500","0","0","0","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22124","食人工头宝宝","","","","1","0","4","3","","","2","1","0","0","500224","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3350","4190","1240","1550","0","1700","1036","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206003","206002","206015","206026","",,"1000","333","333","333","",,"0","0","0","0","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22125","地精工匠宝宝","","","","1","0","4","3","","","2","1","0","0","500225","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3350","4190","1860","2330","0","1800","1036","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","207001","206033","206011","206023","",,"1000","333","333","333","",,"0","0","0","0","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22126","剪刀手宝宝","","","","1","0","4","3","","","2","1","0","0","500226","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2230","2790","1240","1550","0","1750","1036","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206004","206001","206018","206033","",,"1000","333","333","333","",,"0","0","0","0","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22127","鱼人灵兽","","","","1","0","4","3","","","2","1","0","0","500227","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2790","3490","1860","2330","0","1800","1036","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","207006","207002","206048","206070","206026",,"1000","333","333","333","333",,"500","500","0","0","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22128","野鬼宝宝","","","","1","0","4","3","","","2","1","0","0","500228","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3460","4320","1920","2400","0","1850","1066","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206066","207008","206054","206053","",,"1000","333","333","333","",,"0","500","0","0","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22129","狼人宝宝","","","","1","0","4","3","","","2","1","0","0","500229","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2880","3600","1280","1600","0","1800","1066","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206067","206002","206001","206026","",,"1000","333","333","333","",,"0","0","0","0","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22130","死灵哨兵宝宝","","","","1","0","4","3","","","2","1","0","0","500230","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3460","4320","1280","1600","0","1850","1066","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206066","206003","206033","206016","",,"1000","333","333","333","",,"0","0","0","0","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22131","血月教徒灵兽","","","","1","0","4","3","","","2","1","0","0","500231","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2300","2880","1920","2400","0","1850","1066","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","207008","206067","206046","206054","206053",,"1000","333","333","333","333",,"500","0","0","0","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22132","野猪宝宝","","","","1","0","4","3","","","2","1","0","0","500232","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3590","4490","1330","1660","0","1850","1096","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206053","206050","206037","206020","",,"1000","333","333","333","",,"0","0","0","0","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22133","吸血蝙蝠宝宝","","","","1","0","4","3","","","2","1","0","0","500233","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3000","3740","1330","1660","0","1850","1096","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206049","206019","206072","206037","",,"1000","333","333","333","",,"0","0","0","0","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22134","野猪人宝宝","","","","1","0","4","3","","","2","1","0","0","500234","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3590","4490","2000","2500","0","1850","1096","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206058","206030","207001","206014","",,"1000","333","333","333","",,"0","0","0","0","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22135","巫妖灵兽","","","","1","0","4","3","","","2","1","0","0","500235","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2400","3000","2000","2500","0","1850","1096","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","207006","206048","206014","206045","206030",,"1000","333","333","333","333",,"500","0","0","0","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22136","血色猎犬宝宝","","","","1","0","4","3","","","2","1","0","0","500236","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3110","3890","1380","1730","0","1850","1126","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206005","206019","206037","206001","",,"1000","333","333","333","",,"0","0","0","0","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22137","幽灵宝宝","","","","1","0","4","3","","","2","1","0","0","500237","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2490","3110","2070","2590","0","1850","1126","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206029","206032","207003","206006","",,"1000","333","333","333","",,"0","500","0","0","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22138","血色士兵宝宝","","","","1","0","4","3","","","2","1","0","0","500238","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3730","4670","1730","2160","0","1850","1126","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206063","206017","206005","206004","206036",,"1000","1000","333","333","333",,"0","0","0","0","0",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22139","血色骑士灵兽","","","","1","0","4","3","","","2","1","0","0","500239","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2490","3110","1380","1730","0","1850","1126","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206049","207012","206027","206005","206031",,"1000","333","333","333","333",,"500","0","0","0","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22140","血色牧师灵兽","","","","1","0","4","3","","","2","1","0","0","500240","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3730","4670","2070","2590","0","1850","1126","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206030","207015","206027","206033","206032",,"1000","333","333","333","333",,"500","0","0","0","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22141","土元素宝宝","","","","1","0","4","3","","","2","1","0","0","500241","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3230","4030","2150","2690","0","1850","1156","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206058","207007","206046","206011","",,"1000","333","333","333","",,"0","500","0","0","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22142","半人马宝宝","","","","1","0","4","3","","","2","1","0","0","500242","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3870","4840","1430","1790","0","1850","1156","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206058","206057","206067","206001","",,"1000","333","333","333","",,"0","0","0","0","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22143","鞭笞者宝宝","","","","1","0","4","3","","","2","1","0","0","500243","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3230","4030","1430","1790","0","1850","1156","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206050","206039","206001","206019","",,"1000","333","333","333","",,"0","0","0","0","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22144","腐女灵兽","","","","1","0","4","3","","","2","1","0","0","500244","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3870","4840","1430","1790","0","1850","1156","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206048","207014","206019","206021","206022",,"1000","333","333","333","333",,"500","0","0","0","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22145","摧毁者宝宝","","","","1","0","4","3","","","2","1","0","0","500245","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","4010","5010","1480","1860","0","1850","1186","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206058","206039","206037","206023","",,"1000","333","333","333","",,"0","0","0","0","0",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22146","虚空恐魔宝宝","","","","1","0","4","3","","","2","1","0","0","500246","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2670","3340","2230","2780","0","1850","1186","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206059","207005","206043","206060","",,"1000","333","333","333","",,"0","500","0","0","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22147","食人魔宝宝","","","","1","0","4","3","","","2","1","0","0","500247","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","4010","5010","1860","2320","0","1850","1186","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206066","206072","206003","206028","206033",,"1000","1000","333","333","333",,"0","0","0","0","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22148","变形者灵兽","","","","1","0","4","3","","","2","1","0","0","500248","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2670","3340","1480","1860","0","1850","1186","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206066","207009","206069","206012","206033",,"1000","333","333","333","333",,"0","0","0","0","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22149","绿飞龙宝宝","","","","1","0","4","3","","","2","1","0","0","500249","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","4150","5180","2300","2880","0","1850","1216","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206056","207008","206043","206045","",,"1000","333","333","333","",,"0","0","0","0","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22150","预言者宝宝","","","","1","0","4","3","","","2","1","0","0","500250","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2760","3460","1540","1920","0","1850","1216","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206001","206056","206065","206005","",,"1000","333","333","333","",,"0","500","0","0","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22151","骨飞龙宝宝","","","","1","0","4","3","","","2","1","0","0","500251","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3460","4320","1540","1920","0","1850","1216","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206060","206050","206058","206059","",,"1000","333","333","333","",,"0","0","0","0","",,"20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
